frequency,drift_sign,grouping_scheme,group_value,horizon,count,mean_current_mu_hat,se_current_mu_hat,mean_current_sigma_hat,se_current_sigma_hat,mean_future_mu_hat,se_future_mu_hat,mean_future_sigma_hat,se_future_sigma_hat,mean_expected_cum_bps,se_expected_cum_bps,mean_realized_cum_bps,se_realized_cum_bps,mean_realized_max_up_bps,se_realized_max_up_bps,mean_realized_max_down_bps,se_realized_max_down_bps,mean_realized_max_abs_bps,se_realized_max_abs_bps
daily,detectable_downward_drift,both_above_below_high,not_both_high,1,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,-1.2383077409233791e-05,0.002343346671976779,0.016634892209430076,0.0011242741110060127,-38.97618399325732,2.391019937194309,7.135738385361771,17.539324060846706,90.79079015612787,10.556563679773728,-83.6550517707661,10.148661956449375,174.44584192689393,11.0111245543498
daily,detectable_downward_drift,both_above_below_high,not_both_high,2,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.008528801235366748,0.008572347697811171,0.030417803543476573,0.010882946429252294,-77.70726698030403,4.757458462711135,10.662064103762168,28.88971476794986,165.76612707318637,16.87700783591828,-159.98231474283435,17.261487975325235,313.483177160366,17.24801193510716
daily,detectable_downward_drift,both_above_below_high,not_both_high,3,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.005883915079557206,0.0055622267550318565,0.030202792891657552,0.009189972157622328,-116.19516266535092,7.099596553923549,883.625291730827,866.1707257560677,1091.4139821418628,864.4091181877891,-217.19126591403494,21.456133945681188,1277.9591650980028,863.252839559457
daily,detectable_downward_drift,both_above_below_high,not_both_high,4,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.004350606635661005,0.004112371133529165,0.029654409021959784,0.008074139593827814,-154.44176742675515,9.417711443324517,828.995943997198,799.8811981273403,1144.3279308609922,864.1734456916721,-256.47754512416765,23.817768325747377,1356.169990734122,862.8221039039719
daily,detectable_downward_drift,both_above_below_high,not_both_high,5,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.002752463754520067,0.0032939533552940577,0.030081021377364233,0.007293895218936188,-192.44896049472544,11.712076675477768,787.0128284411445,751.3699772746166,1189.6647555934069,863.9722264391905,-297.16875630600515,26.389278302723028,1423.198747340966,862.4694301839103
daily,detectable_downward_drift,both_above_below_high,not_both_high,6,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.0020862004426671207,0.0027927765703621497,0.030026845533909125,0.006698977056306417,-230.21860412699482,13.982962163028203,737.5418224124928,733.7353726915084,1226.42582355235,863.8056964642433,-350.8790468858281,31.311478938658222,1492.5940030780123,862.1644053191523
daily,detectable_downward_drift,both_above_below_high,not_both_high,7,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.002005829026619377,0.002396485772199435,0.02939725858612129,0.006222888050739336,-267.7525437824861,16.230634241787783,750.8121628728135,751.8122895384246,1265.5235620423489,863.6538651953261,-394.73104750561805,35.986139942152306,1563.9087186888069,861.8659427182351
daily,detectable_downward_drift,both_above_below_high,not_both_high,8,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.0020242872067946444,0.002107728665960703,0.0289882997814086,0.005828836566097851,-305.0526082929958,18.455355724912536,734.0842911508768,722.0867934288635,1302.552573836869,863.5064807019999,-427.0992055123535,38.35959905171392,1617.300290936451,861.6231651786718
daily,detectable_downward_drift,both_above_below_high,not_both_high,9,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.0036440936196895733,0.002620013856665635,0.034597194460471804,0.00769954709899239,-342.12061003292,20.657385956186115,765.9302334006786,731.0778033315896,1333.4012133540477,863.4244249345677,-448.550054267535,40.21175409031394,1665.7386600623122,861.4098844536995
daily,detectable_downward_drift,both_above_below_high,not_both_high,10,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.005056615761320511,0.0028094797346773955,0.039242352491366386,0.008900583768077105,-378.9583450870488,22.836980862425047,1559.173500605264,1056.611706671213,2156.5529681147236,1157.5614571688768,-486.06314510933095,42.490159851140454,2505.7766717824684,1154.5107677536148
daily,detectable_downward_drift,exclusive_location,above_mid_only,1,1,-0.0030001406159809413,,0.038190405140253555,,-0.04709553159022573,,0.026993554779756332,,-29.95644691382305,,88.42596017877736,,88.42596017877736,,0.0,,88.42596017877736,
daily,detectable_downward_drift,exclusive_location,above_mid_only,2,1,-0.0030001406159809413,,0.038190405140253555,,-0.015660114060811026,,0.02638139852122421,,-59.82315495647603,,-154.41983747560784,,88.42596017877736,,-154.41983747560784,,154.41983747560784,
daily,detectable_downward_drift,exclusive_location,above_mid_only,3,1,-0.0030001406159809413,,0.038190405140253555,,-0.018953612579454493,,0.02447788327440167,,-89.60039295373197,,-170.44150802477787,,88.42596017877736,,-170.44150802477787,,170.44150802477787,
daily,detectable_downward_drift,exclusive_location,above_mid_only,4,1,-0.0030001406159809413,,0.038190405140253555,,-0.025151129338355727,,0.022571130422594843,,-119.2884289260574,,-389.80853884727827,,88.42596017877736,,-389.80853884727827,,389.80853884727827,
daily,detectable_downward_drift,exclusive_location,above_mid_only,5,1,-0.0030001406159809413,,0.038190405140253555,,-0.0225754995976871,,0.0222607835427907,,-148.88753009102481,,-777.5709074165593,,88.42596017877736,,-777.5709074165593,,777.5709074165593,
daily,detectable_downward_drift,exclusive_location,above_mid_only,6,1,-0.0030001406159809413,,0.038190405140253555,,-0.024292083795584674,,0.023277427501243057,,-178.3979628657176,,-819.9824258401267,,88.42596017877736,,-819.9824258401267,,819.9824258401267,
daily,detectable_downward_drift,exclusive_location,above_mid_only,7,1,-0.0030001406159809413,,0.038190405140253555,,-0.019491421084357596,,0.02342222768840436,,-207.8199928691286,,-1149.7959360681764,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,exclusive_location,above_mid_only,8,1,-0.0030001406159809413,,0.038190405140253555,,-0.007616369519101163,,0.03330120411372514,,-237.1538849245501,,-944.1538457542086,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,exclusive_location,above_mid_only,9,1,-0.0030001406159809413,,0.038190405140253555,,-0.007543172064956731,,0.03203000920777935,,-266.3999030619583,,-401.8269019534004,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,exclusive_location,above_mid_only,10,1,-0.0030001406159809413,,0.038190405140253555,,-0.003812120530582952,,0.031313893071090566,,-295.558310520389,,-352.896990611562,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,exclusive_location,none,1,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.00027647059444853577,0.0023397864439539183,0.01657134213231151,0.001129384189674801,-39.0315198035606,2.4050896947649205,6.6370253682242515,17.640124105380238,90.80529831549812,10.621517730910197,-84.16827294727386,10.198050751462555,174.97357126277197,11.066154599574071
daily,detectable_downward_drift,exclusive_location,none,2,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.008677199488717532,0.008623808621862149,0.030442566764471983,0.010949890692683251,-77.81698545897783,4.785462264844707,11.674836506089594,29.049632440171855,166.24060662468582,16.974155204421223,-160.01644037024062,17.367679578847863,314.45902587008845,17.3263568833426
daily,detectable_downward_drift,exclusive_location,none,3,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.0060362925498578905,0.005594355733200252,0.030237915036548692,0.009246458838227965,-116.35832076174123,7.141400210642173,890.0919592139901,871.4767691046352,1097.5672828901027,869.7065729148844,-217.47807424464384,21.586244145166482,1284.753751951213,868.5383100995043
daily,detectable_downward_drift,exclusive_location,none,4,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.00453159888090037,0.004133668935088046,0.029697864718888408,0.008123709414087953,-154.65743208013367,9.473182266196334,836.4732721128083,804.7684253672463,1150.8058570614967,869.4670569887443,-255.65956356758412,23.95020387648714,1362.0985885984585,868.111334715875
daily,detectable_downward_drift,exclusive_location,none,5,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.0029078500327544663,0.0033105343877564103,0.030128998296594746,0.007338622390453913,-192.71620853401197,11.781083456482452,796.6115016672654,755.9321453169339,1196.4208218229444,869.2624503697335,-294.22150384520415,26.385562926359594,1427.1596543343674,867.7678331756188
daily,detectable_downward_drift,exclusive_location,none,6,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.002248030407318972,0.002805241537606565,0.030068253006502173,0.006740073157655982,-230.53652217154254,14.065375153765647,747.0971858987051,738.1881050859918,1233.4074178061755,869.0930860089376,-348.0011120456176,31.370810675854795,1496.7204544721099,867.4601467648862
daily,detectable_downward_drift,exclusive_location,none,7,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.00213771399662537,0.002407579425007689,0.02943391521739562,0.006261074477503277,-268.1202281439177,16.326325133024085,762.4723352589546,756.3478872033651,1272.7450197224935,868.9383308758902,-390.0987475757864,35.90636199247254,1566.4492879073384,867.1660156566937
daily,detectable_downward_drift,exclusive_location,none,8,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.0020834323400823486,0.0021198643171311256,0.028961840245627524,0.00586464624278516,-305.4691648780783,18.564197626457528,744.380230641092,726.4565881492396,1310.0012033685136,868.7880925540583,-422.66548323900486,38.33698494512585,1620.1684158129433,866.9207086062604
daily,detectable_downward_drift,exclusive_location,none,9,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.003712727151497219,0.0026352325263191115,0.03461294406324906,0.0077469131672775375,-342.5851542474658,20.77925337709675,773.094387605305,735.5414669037734,1341.0390983428533,868.703865093448,-444.247932293298,40.226995866232166,1668.9039528475523,866.7050670723643
daily,detectable_downward_drift,exclusive_location,none,10,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.005111025186424214,0.002826238855444305,0.03929099334670551,0.008955223380481046,-379.470001740832,22.97174969152903,1570.9039944164101,1063.0484752750147,2169.240863868932,1164.615014239669,-481.99116479669993,42.55487063007545,2514.0955720015745,1161.5853604479748
daily,detectable_downward_drift,imbalance_side,neutral,1,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,-1.2383077409233791e-05,0.002343346671976779,0.016634892209430076,0.0011242741110060127,-38.97618399325732,2.391019937194309,7.135738385361771,17.539324060846706,90.79079015612787,10.556563679773728,-83.6550517707661,10.148661956449375,174.44584192689393,11.0111245543498
daily,detectable_downward_drift,imbalance_side,neutral,2,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.008528801235366748,0.008572347697811171,0.030417803543476573,0.010882946429252294,-77.70726698030403,4.757458462711135,10.662064103762168,28.88971476794986,165.76612707318637,16.87700783591828,-159.98231474283435,17.261487975325235,313.483177160366,17.24801193510716
daily,detectable_downward_drift,imbalance_side,neutral,3,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.005883915079557206,0.0055622267550318565,0.030202792891657552,0.009189972157622328,-116.19516266535092,7.099596553923549,883.625291730827,866.1707257560677,1091.4139821418628,864.4091181877891,-217.19126591403494,21.456133945681188,1277.9591650980028,863.252839559457
daily,detectable_downward_drift,imbalance_side,neutral,4,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.004350606635661005,0.004112371133529165,0.029654409021959784,0.008074139593827814,-154.44176742675515,9.417711443324517,828.995943997198,799.8811981273403,1144.3279308609922,864.1734456916721,-256.47754512416765,23.817768325747377,1356.169990734122,862.8221039039719
daily,detectable_downward_drift,imbalance_side,neutral,5,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.002752463754520067,0.0032939533552940577,0.030081021377364233,0.007293895218936188,-192.44896049472544,11.712076675477768,787.0128284411445,751.3699772746166,1189.6647555934069,863.9722264391905,-297.16875630600515,26.389278302723028,1423.198747340966,862.4694301839103
daily,detectable_downward_drift,imbalance_side,neutral,6,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.0020862004426671207,0.0027927765703621497,0.030026845533909125,0.006698977056306417,-230.21860412699482,13.982962163028203,737.5418224124928,733.7353726915084,1226.42582355235,863.8056964642433,-350.8790468858281,31.311478938658222,1492.5940030780123,862.1644053191523
daily,detectable_downward_drift,imbalance_side,neutral,7,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.002005829026619377,0.002396485772199435,0.02939725858612129,0.006222888050739336,-267.7525437824861,16.230634241787783,750.8121628728135,751.8122895384246,1265.5235620423489,863.6538651953261,-394.73104750561805,35.986139942152306,1563.9087186888069,861.8659427182351
daily,detectable_downward_drift,imbalance_side,neutral,8,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.0020242872067946444,0.002107728665960703,0.0289882997814086,0.005828836566097851,-305.0526082929958,18.455355724912536,734.0842911508768,722.0867934288635,1302.552573836869,863.5064807019999,-427.0992055123535,38.35959905171392,1617.300290936451,861.6231651786718
daily,detectable_downward_drift,imbalance_side,neutral,9,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.0036440936196895733,0.002620013856665635,0.034597194460471804,0.00769954709899239,-342.12061003292,20.657385956186115,765.9302334006786,731.0778033315896,1333.4012133540477,863.4244249345677,-448.550054267535,40.21175409031394,1665.7386600623122,861.4098844536995
daily,detectable_downward_drift,imbalance_side,neutral,10,164,-0.003909937676511312,0.00024034052499266563,0.023805946083477084,0.000755749974048825,0.005056615761320511,0.0028094797346773955,0.039242352491366386,0.008900583768077105,-378.9583450870488,22.836980862425047,1559.173500605264,1056.611706671213,2156.5529681147236,1157.5614571688768,-486.06314510933095,42.490159851140454,2505.7766717824684,1154.5107677536148
daily,detectable_downward_drift,volume_level,high_volume,1,1,-0.0030001406159809413,,0.038190405140253555,,-0.04709553159022573,,0.026993554779756332,,-29.95644691382305,,88.42596017877736,,88.42596017877736,,0.0,,88.42596017877736,
daily,detectable_downward_drift,volume_level,high_volume,2,1,-0.0030001406159809413,,0.038190405140253555,,-0.015660114060811026,,0.02638139852122421,,-59.82315495647603,,-154.41983747560784,,88.42596017877736,,-154.41983747560784,,154.41983747560784,
daily,detectable_downward_drift,volume_level,high_volume,3,1,-0.0030001406159809413,,0.038190405140253555,,-0.018953612579454493,,0.02447788327440167,,-89.60039295373197,,-170.44150802477787,,88.42596017877736,,-170.44150802477787,,170.44150802477787,
daily,detectable_downward_drift,volume_level,high_volume,4,1,-0.0030001406159809413,,0.038190405140253555,,-0.025151129338355727,,0.022571130422594843,,-119.2884289260574,,-389.80853884727827,,88.42596017877736,,-389.80853884727827,,389.80853884727827,
daily,detectable_downward_drift,volume_level,high_volume,5,1,-0.0030001406159809413,,0.038190405140253555,,-0.0225754995976871,,0.0222607835427907,,-148.88753009102481,,-777.5709074165593,,88.42596017877736,,-777.5709074165593,,777.5709074165593,
daily,detectable_downward_drift,volume_level,high_volume,6,1,-0.0030001406159809413,,0.038190405140253555,,-0.024292083795584674,,0.023277427501243057,,-178.3979628657176,,-819.9824258401267,,88.42596017877736,,-819.9824258401267,,819.9824258401267,
daily,detectable_downward_drift,volume_level,high_volume,7,1,-0.0030001406159809413,,0.038190405140253555,,-0.019491421084357596,,0.02342222768840436,,-207.8199928691286,,-1149.7959360681764,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,volume_level,high_volume,8,1,-0.0030001406159809413,,0.038190405140253555,,-0.007616369519101163,,0.03330120411372514,,-237.1538849245501,,-944.1538457542086,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,volume_level,high_volume,9,1,-0.0030001406159809413,,0.038190405140253555,,-0.007543172064956731,,0.03203000920777935,,-266.3999030619583,,-401.8269019534004,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,volume_level,high_volume,10,1,-0.0030001406159809413,,0.038190405140253555,,-0.003812120530582952,,0.031313893071090566,,-295.558310520389,,-352.896990611562,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,volume_level,low_volume,1,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.00027647059444853577,0.0023397864439539183,0.01657134213231151,0.001129384189674801,-39.0315198035606,2.4050896947649205,6.6370253682242515,17.640124105380238,90.80529831549812,10.621517730910197,-84.16827294727386,10.198050751462555,174.97357126277197,11.066154599574071
daily,detectable_downward_drift,volume_level,low_volume,2,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.008677199488717532,0.008623808621862149,0.030442566764471983,0.010949890692683251,-77.81698545897783,4.785462264844707,11.674836506089594,29.049632440171855,166.24060662468582,16.974155204421223,-160.01644037024062,17.367679578847863,314.45902587008845,17.3263568833426
daily,detectable_downward_drift,volume_level,low_volume,3,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.0060362925498578905,0.005594355733200252,0.030237915036548692,0.009246458838227965,-116.35832076174123,7.141400210642173,890.0919592139901,871.4767691046352,1097.5672828901027,869.7065729148844,-217.47807424464384,21.586244145166482,1284.753751951213,868.5383100995043
daily,detectable_downward_drift,volume_level,low_volume,4,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.00453159888090037,0.004133668935088046,0.029697864718888408,0.008123709414087953,-154.65743208013367,9.473182266196334,836.4732721128083,804.7684253672463,1150.8058570614967,869.4670569887443,-255.65956356758412,23.95020387648714,1362.0985885984585,868.111334715875
daily,detectable_downward_drift,volume_level,low_volume,5,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.0029078500327544663,0.0033105343877564103,0.030128998296594746,0.007338622390453913,-192.71620853401197,11.781083456482452,796.6115016672654,755.9321453169339,1196.4208218229444,869.2624503697335,-294.22150384520415,26.385562926359594,1427.1596543343674,867.7678331756188
daily,detectable_downward_drift,volume_level,low_volume,6,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.002248030407318972,0.002805241537606565,0.030068253006502173,0.006740073157655982,-230.53652217154254,14.065375153765647,747.0971858987051,738.1881050859918,1233.4074178061755,869.0930860089376,-348.0011120456176,31.370810675854795,1496.7204544721099,867.4601467648862
daily,detectable_downward_drift,volume_level,low_volume,7,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.00213771399662537,0.002407579425007689,0.02943391521739562,0.006261074477503277,-268.1202281439177,16.326325133024085,762.4723352589546,756.3478872033651,1272.7450197224935,868.9383308758902,-390.0987475757864,35.90636199247254,1566.4492879073384,867.1660156566937
daily,detectable_downward_drift,volume_level,low_volume,8,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.0020834323400823486,0.0021198643171311256,0.028961840245627524,0.00586464624278516,-305.4691648780783,18.564197626457528,744.380230641092,726.4565881492396,1310.0012033685136,868.7880925540583,-422.66548323900486,38.33698494512585,1620.1684158129433,866.9207086062604
daily,detectable_downward_drift,volume_level,low_volume,9,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.003712727151497219,0.0026352325263191115,0.03461294406324906,0.0077469131672775375,-342.5851542474658,20.77925337709675,773.094387605305,735.5414669037734,1341.0390983428533,868.703865093448,-444.247932293298,40.226995866232166,1668.9039528475523,866.7050670723643
daily,detectable_downward_drift,volume_level,low_volume,10,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.005111025186424214,0.002826238855444305,0.03929099334670551,0.008955223380481046,-379.470001740832,22.97174969152903,1570.9039944164101,1063.0484752750147,2169.240863868932,1164.615014239669,-481.99116479669993,42.55487063007545,2514.0955720015745,1161.5853604479748
daily,detectable_upward_drift,both_above_below_high,not_both_high,1,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.0013411495904276597,0.0012669544903399113,0.0125729848637368,0.0007531461143929118,84.36625715546302,12.517589300257743,19.240488723999444,11.97849231087893,79.57262989428044,8.639420117774817,-60.332141170281,6.185987070120391,139.90477106456146,9.073464275811755
daily,detectable_upward_drift,both_above_below_high,not_both_high,2,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.0010634933701386706,0.0009050857528837168,0.015204756572630436,0.0007315758292379897,174.3643481609119,26.67679471849148,37.20669938145016,18.355256226485267,144.24601557959028,13.287482752021056,-109.44217310041614,9.386882696020345,244.636420555286,13.269519705672861
daily,detectable_upward_drift,both_above_below_high,not_both_high,3,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.0011090752746705254,0.0007426219258431411,0.01654556826464327,0.0006849815919027361,270.6866203947782,42.69356131715842,47.282955107174715,22.33271447573606,193.85068167378404,16.87937701044207,-145.66258391491004,11.193812002044476,319.85654674408096,16.25845203320185
daily,detectable_upward_drift,both_above_below_high,not_both_high,4,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.0013020265635861384,0.0006408161616808644,0.01719539956957339,0.0006385281559944327,374.11484213339145,60.81183785210723,61.041573869250925,26.24524603410176,243.1249152470897,19.610604528846462,-178.80859902569804,12.926662551943407,389.57999028330374,18.5534271140862
daily,detectable_upward_drift,both_above_below_high,not_both_high,5,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.0013874526605125196,0.0005440852697477785,0.017765231746162426,0.0006185950729823909,485.5318008021076,81.30721102159094,83.41785363788057,28.217743527867604,288.63101250153335,20.90298614471959,-208.34551736771942,14.4475219104813,450.999083529961,19.43593444181458
daily,detectable_upward_drift,both_above_below_high,not_both_high,6,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.0014940651101026472,0.00048555939327399897,0.018127906495889905,0.0005988970543558754,605.9344070230088,104.49101386864957,105.8564507394284,29.64763829900996,329.2323823187485,21.756622374183955,-230.525164626376,15.827114600341702,504.45955274248945,19.905429287791506
daily,detectable_upward_drift,both_above_below_high,not_both_high,7,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.0014593596861680487,0.00044194748958715705,0.01826799779564584,0.0005688646106232259,736.4485000903618,130.71497027508843,127.6872987308125,31.524337005812782,368.5057386750404,22.494552409098393,-252.81066037415988,17.092871010434926,554.5973100803674,20.315390251787083
daily,detectable_upward_drift,both_above_below_high,not_both_high,8,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.001602262839616305,0.000419510904040676,0.01877739056596007,0.0005958983647893874,878.3455759378928,160.376445560159,139.69646927371988,32.64236207496362,403.7144394776257,23.124510762822478,-272.93560248740414,18.331165214975826,601.3762238685986,20.584344173634538
daily,detectable_upward_drift,both_above_below_high,not_both_high,9,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.001731508299748035,0.0003955711422650918,0.018976681741266935,0.0005907846313670933,1033.0616874033274,193.92438232705754,170.36627517897185,36.12015038534924,454.08714683768284,26.603183183562873,-291.46551865011185,19.270700596524822,658.8220895665265,23.60406139051129
daily,detectable_upward_drift,both_above_below_high,not_both_high,10,315,0.00817608612469107,0.0011762417773453656,0.03891207615859941,0.005788280211941124,0.001650577245071388,0.0003769262726298176,0.01908193337765167,0.0005722605824323132,1202.2187990762682,231.8660110241366,197.15805331268848,39.26917108247845,494.8442706822522,29.459124193820276,-306.3922718555444,19.94436876447423,703.1162304364061,26.219209387959186
daily,detectable_upward_drift,exclusive_location,above_mid_only,1,1,0.0023210217333220064,,0.015739625982185836,,0.01983485929729145,,0.005597698641708941,,23.237173894206315,,32.48884953625186,,32.48884953625186,,0.0,,32.48884953625186,
daily,detectable_upward_drift,exclusive_location,above_mid_only,2,1,0.0023210217333220064,,0.015739625982185836,,0.009263398620593223,,0.009935635194898375,,46.528344413471594,,201.5766233662819,,201.5766233662819,,0.0,,201.5766233662819,
daily,detectable_upward_drift,exclusive_location,above_mid_only,3,1,0.0023210217333220064,,0.015739625982185836,,0.0012269886775930774,,0.01358923172116273,,69.87363703069244,,163.0912177577204,,201.5766233662819,,0.0,,201.5766233662819,
daily,detectable_upward_drift,exclusive_location,above_mid_only,4,1,0.0023210217333220064,,0.015739625982185836,,-0.0011899495692571094,,0.014209238965804062,,93.27317751032905,,20.98400266349998,,201.5766233662819,,0.0,,201.5766233662819,
daily,detectable_upward_drift,exclusive_location,above_mid_only,5,1,0.0023210217333220064,,0.015739625982185836,,-0.0001826435566757212,,0.01370540105373105,,116.72709190908262,,-28.691481830350753,,201.5766233662819,,-28.691481830350753,,201.5766233662819,
daily,detectable_upward_drift,exclusive_location,above_mid_only,6,1,0.0023210217333220064,,0.015739625982185836,,0.0014872828099824116,,0.014502949363356592,,140.23550657657458,,-76.92245664357777,,201.5766233662819,,-76.92245664357777,,201.5766233662819,
daily,detectable_upward_drift,exclusive_location,above_mid_only,7,1,0.0023210217333220064,,0.015739625982185836,,0.0025135806528294885,,0.01397049810979923,,163.7985481560271,,51.97014285365009,,201.5766233662819,,-76.92245664357777,,201.5766233662819,
daily,detectable_upward_drift,exclusive_location,above_mid_only,8,1,0.0023210217333220064,,0.015739625982185836,,0.0046366385430542945,,0.014072325395515119,,187.41634358494542,,161.63970855979093,,201.5766233662819,,-76.92245664357777,,201.5766233662819,
daily,detectable_upward_drift,exclusive_location,above_mid_only,9,1,0.0023210217333220064,,0.015739625982185836,,0.005005220445870349,,0.01433876634546814,,211.0890200958017,,447.56314914299986,,447.56314914299986,,-76.92245664357777,,447.56314914299986,
daily,detectable_upward_drift,exclusive_location,above_mid_only,10,1,0.0023210217333220064,,0.015739625982185836,,0.0032431092371057344,,0.014286415494726553,,234.81670521672035,,432.1762892149028,,447.56314914299986,,-76.92245664357777,,447.56314914299986,
